student_id,region,subject,engagement_level,percentage,app_login_count,video_completion_rate
6872,East Asia,Mathematics,Low,52.6,13,16.0
7891,Europe,English,Low,52.6,10,17.7
12879,Europe,History,Low,52.6,9,24.6
14291,East Asia,Science,Low,52.6,24,4.3
19699,North America,Economics,Low,52.6,6,21.3
20121,Africa,Economics,Low,52.6,13,22.5
25082,Europe,Computer Science,Low,52.6,16,5.2
25985,South Asia,Mathematics,Low,52.6,15,19.5
26519,Africa,Economics,Low,52.6,10,21.0
27774,South America,Economics,Low,52.6,18,15.9
28242,South Asia,English,Low,52.6,24,12.7
29934,Africa,Economics,Low,52.6,12,29.2
30022,North America,Mathematics,Low,52.6,11,21.9
31169,North America,Science,Low,52.6,15,15.5
31329,North America,Economics,Low,52.6,17,14.4
31428,Africa,Science,Low,52.6,9,24.2
31658,Africa,English,Low,52.6,7,18.6
33091,North America,Science,Low,52.6,14,5.2
34610,South America,History,Low,52.6,10,17.7
35931,South America,History,Low,52.6,14,21.6
36984,South America,Computer Science,Low,52.6,8,0.0
39115,South America,Science,Low,52.6,18,8.9
39123,Africa,English,Low,52.6,6,28.0
39785,South America,Economics,Low,52.6,12,8.8
39954,Africa,English,Low,52.6,10,24.3
55,South Asia,Mathematics,Low,52.7,7,0.0
642,South America,Science,Low,52.7,7,7.7
1257,Europe,Computer Science,Low,52.7,25,4.7
7094,South Asia,Mathematics,Low,52.7,12,23.2
7725,South America,Mathematics,Low,52.7,10,5.9
7833,South Asia,History,Low,52.7,13,19.8
12347,Africa,Science,Low,52.7,20,15.6
16427,Africa,Mathematics,Low,52.7,15,13.9
16508,South America,Science,Low,52.7,17,22.3
17130,South Asia,English,Low,52.7,13,15.2
21505,South America,Computer Science,Low,52.7,14,22.8
22081,South Asia,History,Low,52.7,9,15.1
24612,South Asia,History,Low,52.7,11,16.8
25813,Europe,Science,Low,52.7,15,17.4
26557,North America,Computer Science,Low,52.7,11,10.1
27404,Europe,Economics,Low,52.7,12,19.1
27898,South America,Science,Low,52.7,8,1.0
28786,South Asia,Economics,Low,52.7,8,17.9
29562,East Asia,Computer Science,Low,52.7,7,17.2
30438,North America,Mathematics,Low,52.7,8,17.3
31538,South Asia,Mathematics,Low,52.7,6,2.3
34691,South America,Economics,Low,52.7,4,12.4
35100,North America,English,Low,52.7,16,8.8
35478,South Asia,Computer Science,Low,52.7,11,27.8
35506,South America,Science,Low,52.7,8,3.0
36460,Africa,English,Low,52.7,11,5.1
36474,East Asia,Economics,Low,52.7,10,18.8
36841,North America,Computer Science,Low,52.7,10,7.3
38979,South Asia,Computer Science,Low,52.7,27,8.6
1889,North America,History,Low,52.8,17,17.8
2464,East Asia,Science,Low,52.8,22,8.6
3052,Europe,History,Low,52.8,7,10.3
3826,South America,English,Low,52.8,9,4.7
4121,Africa,History,Low,52.8,2,18.7
6035,Europe,Computer Science,Low,52.8,16,3.1
6505,South Asia,History,Low,52.8,12,24.5
6730,Europe,Computer Science,Low,52.8,25,14.4
6974,Africa,Science,Low,52.8,10,29.9
7057,South Asia,English,Low,52.8,12,22.5
7978,South America,History,Low,52.8,19,19.3
9337,South Asia,English,Low,52.8,16,6.8
11482,Africa,Mathematics,Low,52.8,17,15.5
12512,South America,Science,Low,52.8,27,7.3
14043,East Asia,History,Low,52.8,10,20.3
15985,Europe,Economics,Low,52.8,11,7.4
17258,South Asia,Science,Low,52.8,8,20.1
19017,South Asia,Science,Low,52.8,14,14.2
19181,Africa,Mathematics,Low,52.8,2,16.6
19241,North America,Mathematics,Low,52.8,9,13.0
22132,South Asia,Science,Low,52.8,12,21.8
23155,South America,History,Low,52.8,6,7.0
24595,South America,History,Low,52.8,8,16.2
26250,South America,English,Low,52.8,13,8.3
27688,East Asia,History,Low,52.8,3,22.4
28045,Europe,Science,Low,52.8,20,1.2
28341,Europe,Science,Low,52.8,13,28.1
29357,South America,Science,Low,52.8,9,12.7
29462,Africa,Science,Low,52.8,19,21.4
29838,Africa,History,Low,52.8,17,10.6
29997,South America,Economics,Low,52.8,13,4.7
30104,South America,Mathematics,Low,52.8,6,7.2
30234,North America,Mathematics,Low,52.8,11,11.8
30562,Africa,English,Low,52.8,14,21.8
31244,South Asia,Economics,Low,52.8,24,6.3
35476,Africa,Computer Science,Low,52.8,9,16.3
36323,North America,English,Low,52.8,12,14.1
36977,South America,Economics,Low,52.8,10,18.6
37136,Europe,English,Low,52.8,10,19.3
37617,Africa,Science,Low,52.8,12,18.5
38137,Africa,Computer Science,Low,52.8,10,18.7
38143,Africa,Science,Low,52.8,8,3.7
38196,South Asia,Science,Low,52.8,4,11.3
38355,South America,Economics,Low,52.8,16,14.2
38762,North America,Computer Science,Low,52.8,12,22.9
39209,Africa,Science,Low,52.8,9,19.5
39772,North America,History,Low,52.8,11,17.3
2396,East Asia,Computer Science,Low,52.9,8,21.6
2832,Africa,History,Low,52.9,13,18.4
6971,Europe,History,Low,52.9,13,25.6
7550,Africa,Mathematics,Low,52.9,13,20.1
9715,Africa,English,Low,52.9,6,25.6
9853,South America,Science,Low,52.9,3,34.5
10012,South Asia,History,Low,52.9,8,21.5
11287,North America,Mathematics,Low,52.9,8,28.1
11686,Europe,Computer Science,Low,52.9,7,22.8
13842,Africa,English,Low,52.9,12,16.6
14860,South America,Computer Science,Low,52.9,9,24.4
15102,South America,Mathematics,Low,52.9,15,16.3
15230,South Asia,Computer Science,Low,52.9,17,17.0
16077,South America,Economics,Low,52.9,11,26.8
16322,South Asia,Mathematics,Low,52.9,17,14.9
16707,Africa,Mathematics,Low,52.9,11,28.0
19362,East Asia,Science,Low,52.9,12,25.3
22308,Africa,Mathematics,Low,52.9,18,6.2
23591,South America,Mathematics,Low,52.9,10,0.0
23885,South Asia,Mathematics,Low,52.9,8,22.0
23917,Europe,Mathematics,Low,52.9,10,14.8
24507,South America,English,Low,52.9,8,30.1
25017,Europe,History,Low,52.9,4,14.2
26028,Europe,English,Low,52.9,14,25.8
26689,Africa,English,Low,52.9,17,12.8
27133,South Asia,Computer Science,Low,52.9,16,20.4
28957,South America,Computer Science,Low,52.9,13,26.2
30521,Europe,Economics,Low,52.9,7,19.8
30608,Europe,English,Low,52.9,12,13.0
31448,Africa,Economics,Low,52.9,13,18.6
34026,South America,Science,Low,52.9,9,18.1
35740,Africa,Mathematics,Low,52.9,11,26.1
35781,Africa,Science,Low,52.9,17,20.9
38883,South America,Computer Science,Low,52.9,14,13.6
880,East Asia,Mathematics,Low,53.0,11,0.0
1469,Africa,Computer Science,Low,53.0,9,23.1
5249,South America,Economics,Low,53.0,11,17.2
5746,North America,Economics,Low,53.0,14,9.9
7136,South Asia,English,Low,53.0,12,24.1
9083,Europe,Mathematics,Low,53.0,2,16.0
9793,North America,History,Low,53.0,14,0.0
12178,South Asia,Science,Low,53.0,12,19.3
13010,Africa,History,Low,53.0,24,0.0
13388,Africa,Computer Science,Low,53.0,13,11.8
15380,South Asia,English,Low,53.0,16,17.0
16619,North America,Science,Low,53.0,12,20.9
17215,North America,Mathematics,Low,53.0,8,16.8
17423,South Asia,Mathematics,Low,53.0,13,17.4
19161,Europe,English,Low,53.0,8,3.6
20105,Europe,Mathematics,Low,53.0,19,14.7
20789,Africa,Computer Science,Low,53.0,16,7.5
20956,South Asia,Mathematics,Low,53.0,7,32.5
24825,Africa,English,Low,53.0,18,16.3
25078,South America,Computer Science,Low,53.0,10,26.7
25488,East Asia,Economics,Low,53.0,15,13.6
27296,Africa,History,Low,53.0,9,25.4
28973,South Asia,Computer Science,Low,53.0,10,28.5
29130,Africa,Science,Low,53.0,16,14.5
29889,Europe,English,Low,53.0,16,21.4
31045,Africa,English,Low,53.0,15,16.7
32549,Europe,Science,Low,53.0,4,11.0
32909,South America,Economics,Low,53.0,12,15.4
33502,Europe,History,Low,53.0,9,26.0
35189,Africa,Economics,Low,53.0,20,18.9
35601,South Asia,Science,Low,53.0,5,32.7
37356,North America,History,Low,53.0,10,18.3
37890,South Asia,Mathematics,Low,53.0,20,19.8
37950,East Asia,Computer Science,Low,53.0,12,6.0
38138,South America,Computer Science,Low,53.0,6,23.5
39134,South America,Computer Science,Low,53.0,11,21.8
39327,South America,History,Low,53.0,14,15.8
39553,South America,History,Low,53.0,17,18.7
2901,East Asia,Computer Science,Low,53.1,8,0.7
5848,Africa,History,Low,53.1,12,28.6
7166,South Asia,English,Low,53.1,12,26.1
7375,South Asia,Mathematics,Low,53.1,15,29.8
7959,South America,English,Low,53.1,13,16.1
10787,North America,Economics,Low,53.1,10,28.3
13562,South Asia,English,Low,53.1,7,9.0
14193,East Asia,Computer Science,Low,53.1,11,5.2
14582,South Asia,English,Low,53.1,7,26.7
16395,Africa,English,Low,53.1,7,28.7
16827,East Asia,Science,Low,53.1,4,0.0
17169,East Asia,English,Low,53.1,8,0.0
17487,Africa,English,Low,53.1,12,19.6
18233,North America,Economics,Low,53.1,11,24.8
19084,South America,Science,Low,53.1,11,19.4
19228,Europe,English,Low,53.1,14,14.2
19713,South America,History,Low,53.1,22,15.0
19729,Africa,English,Low,53.1,21,3.6
19847,Africa,Science,Low,53.1,11,13.6
20502,Africa,Economics,Low,53.1,22,12.7
25011,South Asia,English,Low,53.1,10,16.6
25404,Africa,History,Low,53.1,14,17.6
28815,Africa,Science,Low,53.1,18,22.7
29203,South America,Economics,Low,53.1,10,21.1
30775,South Asia,History,Low,53.1,10,23.2
32667,Africa,Economics,Low,53.1,9,20.1
34545,South Asia,Mathematics,Low,53.1,5,36.6
35282,Africa,Economics,Low,53.1,13,27.2
36941,Africa,Mathematics,Low,53.1,3,25.2
38114,East Asia,Mathematics,Low,53.1,11,29.1
38926,South Asia,Mathematics,Low,53.1,5,10.9
730,East Asia,Science,Low,53.2,6,12.4
1121,North America,Mathematics,Low,53.2,15,3.8
1547,Africa,History,Low,53.2,16,4.8
1811,Europe,English,Low,53.2,10,16.6
2318,South Asia,Economics,Low,53.2,11,27.6
2746,South Asia,Computer Science,Low,53.2,5,0.0
3516,South America,English,Low,53.2,7,19.4
4386,Africa,Mathematics,Low,53.2,19,20.2
6181,South Asia,History,Low,53.2,10,13.5
6682,South Asia,Computer Science,Low,53.2,9,26.3
8092,Europe,Mathematics,Low,53.2,11,4.6
8215,North America,Science,Low,53.2,23,7.9
8266,South Asia,Economics,Low,53.2,12,24.6
9730,East Asia,English,Low,53.2,6,4.6
9789,Africa,Economics,Low,53.2,12,27.9
9880,Europe,English,Low,53.2,19,15.3
10174,Africa,Mathematics,Low,53.2,28,11.8
10466,South Asia,History,Low,53.2,21,12.1
11158,South America,Economics,Low,53.2,9,5.8
12932,South America,Economics,Low,53.2,21,0.6
13073,South Asia,Mathematics,Low,53.2,16,15.2
13489,South America,Economics,Low,53.2,11,23.2
13531,Africa,History,Low,53.2,10,0.0
13895,South America,English,Low,53.2,16,14.9
14719,Europe,Science,Low,53.2,4,10.9
15280,South Asia,Economics,Low,53.2,18,22.6
18055,North America,Mathematics,Low,53.2,11,29.8
18835,South Asia,Mathematics,Low,53.2,11,29.7
21179,South America,Mathematics,Low,53.2,8,26.5
23877,South Asia,Science,Low,53.2,10,19.9
24364,Africa,English,Low,53.2,17,23.6
26124,South America,Economics,Low,53.2,23,16.0
26785,East Asia,Computer Science,Low,53.2,9,11.4
29586,South America,Economics,Low,53.2,7,21.5
33519,South America,Mathematics,Low,53.2,5,26.9
34854,South Asia,Science,Low,53.2,9,24.1
35169,South Asia,Economics,Low,53.2,11,9.5
36350,South Asia,Computer Science,Low,53.2,13,21.7
36485,Europe,Economics,Low,53.2,10,2.4
36836,Africa,History,Low,53.2,16,7.3
38071,South America,Mathematics,Low,53.2,12,28.1
174,Africa,Economics,Low,53.3,6,22.1
1206,South America,Mathematics,Low,53.3,17,4.8
1714,Africa,Mathematics,Low,53.3,15,13.9
2661,South Asia,Economics,Low,53.3,7,31.9
3660,South Asia,English,Low,53.3,5,31.1
4438,South America,Science,Low,53.3,7,6.9
5318,North America,History,Low,53.3,11,14.6
5528,Europe,English,Low,53.3,10,7.8
9785,South Asia,Mathematics,Low,53.3,10,26.2
11353,East Asia,Mathematics,Low,53.3,10,0.0
14499,South America,English,Low,53.3,16,22.7
14739,South America,Computer Science,Low,53.3,18,12.3
16942,South Asia,Science,Low,53.3,8,14.3
18238,East Asia,Economics,Low,53.3,14,2.0
19370,North America,English,Low,53.3,5,9.7
20153,Europe,Economics,Low,53.3,20,12.0
20829,Europe,Economics,Low,53.3,10,21.9
20868,South Asia,English,Low,53.3,19,30.1
21908,Africa,Economics,Low,53.3,11,23.2
23259,South Asia,Economics,Low,53.3,11,23.8
25570,East Asia,History,Low,53.3,17,16.8
25832,South America,History,Low,53.3,6,10.7
26862,South America,Mathematics,Low,53.3,15,22.0
28213,Europe,Mathematics,Low,53.3,15,14.2
28312,Africa,Computer Science,Low,53.3,12,11.5
28800,Africa,History,Low,53.3,18,18.9
29037,East Asia,Economics,Low,53.3,11,7.7
29709,South Asia,Computer Science,Low,53.3,8,16.0
30020,South Asia,Mathematics,Low,53.3,24,1.3
32057,Africa,History,Low,53.3,15,10.1
32897,North America,Economics,Low,53.3,15,30.4
34659,Europe,Mathematics,Low,53.3,12,13.5
36663,South America,History,Low,53.3,10,22.3
37975,Africa,Science,Low,53.3,21,16.3
38960,South Asia,Science,Low,53.3,8,12.7
1197,Africa,History,Low,53.4,12,28.3
2034,Africa,English,Low,53.4,9,0.0
6485,Africa,English,Low,53.4,12,22.8
6786,South America,Computer Science,Low,53.4,7,26.3
6900,Africa,History,Low,53.4,11,4.0
7256,Africa,Mathematics,Low,53.4,20,18.3
10475,South Asia,Science,Low,53.4,5,21.5
10734,South Asia,Economics,Low,53.4,25,6.0
10896,South Asia,English,Low,53.4,5,28.1
11537,East Asia,Mathematics,Low,53.4,14,24.4
12494,South America,Science,Low,53.4,17,15.9
12584,South America,Science,Low,53.4,16,10.9
12722,South Asia,English,Low,53.4,5,18.6
13275,South America,History,Low,53.4,19,17.9
13368,Africa,English,Low,53.4,5,12.0
13437,East Asia,Science,Low,53.4,16,7.2
13527,South America,Mathematics,Low,53.4,3,0.0
16148,South Asia,Mathematics,Low,53.4,12,23.7
16888,South Asia,Economics,Low,53.4,10,27.6
16995,North America,Science,Low,53.4,16,11.7
17333,South Asia,History,Low,53.4,8,32.9
17854,Africa,English,Low,53.4,10,18.7
18288,Africa,Science,Low,53.4,15,19.8
20221,South Asia,History,Low,53.4,7,0.0
25324,Europe,Science,Low,53.4,19,0.0
26173,South Asia,History,Low,53.4,5,35.9
26925,South Asia,English,Low,53.4,15,13.7
27455,Africa,Mathematics,Low,53.4,16,23.7
28722,North America,Economics,Low,53.4,9,15.1
28984,Africa,English,Low,53.4,15,25.8
29650,South Asia,Science,Low,53.4,11,16.1
31198,Africa,Computer Science,Low,53.4,14,21.9
33077,Africa,Computer Science,Low,53.4,10,12.8
33192,South Asia,Computer Science,Low,53.4,11,2.0
34121,Africa,English,Low,53.4,17,16.0
34573,South America,Economics,Low,53.4,7,0.0
35479,Europe,Science,Low,53.4,15,14.3
36094,North America,English,Low,53.4,3,5.2
38128,South America,Mathematics,Low,53.4,17,21.6
38276,South America,Science,Low,53.4,9,4.9
868,South America,Economics,Low,53.5,10,14.3
2384,South Asia,Computer Science,Low,53.5,8,19.3
4332,Europe,Science,Low,53.5,10,8.4
4817,South America,Mathematics,Low,53.5,13,24.3
5139,North America,Mathematics,Low,53.5,7,14.0
6183,Europe,History,Low,53.5,21,18.2
6510,North America,Mathematics,Low,53.5,22,0.9
7073,East Asia,Mathematics,Low,53.5,6,2.5
7221,South Asia,English,Low,53.5,8,22.6
8050,Africa,English,Low,53.5,12,27.3
8352,East Asia,Mathematics,Low,53.5,8,12.2
10209,Africa,English,Low,53.5,11,22.4
10326,North America,Economics,Low,53.5,7,27.5
13091,North America,Mathematics,Low,53.5,4,9.3
14954,South Asia,Mathematics,Low,53.5,7,18.4
15135,East Asia,English,Low,53.5,14,26.6
16527,South Asia,English,Low,53.5,15,25.0
16706,Africa,English,Low,53.5,11,21.0
19525,North America,Science,Low,53.5,7,7.3
21897,South Asia,Economics,Low,53.5,14,26.8
22289,Africa,Economics,Low,53.5,5,8.2
22314,South America,English,Low,53.5,10,13.4
23022,Europe,Science,Low,53.5,9,27.2
23282,Africa,Mathematics,Low,53.5,13,22.3
23302,South Asia,Science,Low,53.5,8,7.5
24239,East Asia,Mathematics,Low,53.5,13,13.3
24781,East Asia,Science,Low,53.5,13,12.6
27431,Europe,Mathematics,Low,53.5,9,24.9
28307,South America,Mathematics,Low,53.5,7,14.2
28527,Africa,Science,Low,53.5,13,0.0
30028,Africa,History,Low,53.5,10,26.4
30700,Europe,Science,Low,53.5,13,7.8
33320,South Asia,Science,Low,53.5,3,35.4
35367,Europe,Mathematics,Low,53.5,10,8.7
36451,Europe,Computer Science,Low,53.5,13,9.2
36557,Africa,Science,Low,53.5,17,15.3
37391,East Asia,Economics,Low,53.5,6,20.7
39384,South America,Science,Low,53.5,13,3.4
39490,Europe,Mathematics,Low,53.5,11,23.2
930,East Asia,Mathematics,Low,53.6,20,9.1
963,South America,Computer Science,Low,53.6,14,16.1
1079,South Asia,Science,Low,53.6,11,25.7
1606,South America,Economics,Low,53.6,9,5.4
2032,Europe,Science,Low,53.6,18,1.9
4139,South America,Computer Science,Low,53.6,11,17.0
4176,South Asia,Mathematics,Low,53.6,11,27.0
4651,South Asia,Mathematics,Low,53.6,10,20.8
5309,North America,History,Low,53.6,13,10.8
5602,South America,Science,Low,53.6,5,33.2
6949,South Asia,Science,Low,53.6,9,10.5
11088,East Asia,Science,Low,53.6,7,16.8
13350,Africa,Computer Science,Low,53.6,25,14.4
13435,South Asia,Mathematics,Low,53.6,16,2.9
14299,Europe,Economics,Low,53.6,10,26.6
16022,South America,Mathematics,Low,53.6,7,26.0
16224,Europe,English,Low,53.6,8,13.3
17745,Europe,Computer Science,Low,53.6,11,14.9
19222,South America,Science,Low,53.6,8,25.0
20414,East Asia,History,Low,53.6,22,17.9
21041,Europe,Mathematics,Low,53.6,19,20.2
21762,North America,English,Low,53.6,24,0.8
22511,Africa,Mathematics,Low,53.6,24,8.6
26032,Europe,Economics,Low,53.6,9,30.9
30934,South America,Computer Science,Low,53.6,21,9.7
31640,Africa,History,Low,53.6,20,9.8
35819,East Asia,Science,Low,53.6,20,15.2
35984,Europe,English,Low,53.6,14,21.1
37779,South Asia,Mathematics,Low,53.6,6,14.6
37803,Africa,English,Low,53.6,11,10.6
37864,East Asia,Mathematics,Low,53.6,13,9.8
39830,Europe,Mathematics,Low,53.6,17,2.5
90,Africa,English,Low,53.7,19,16.9
754,South America,Economics,Low,53.7,20,17.0
3499,North America,Science,Low,53.7,7,12.9
3719,Africa,Mathematics,Low,53.7,9,20.5
3869,Europe,Mathematics,Low,53.7,14,8.5
4680,North America,English,Low,53.7,4,16.6
6065,South Asia,Computer Science,Low,53.7,6,17.2
6851,South Asia,Mathematics,Low,53.7,12,20.9
7948,Europe,History,Low,53.7,20,10.6
9244,South America,Science,Low,53.7,7,2.3
10187,South Asia,Mathematics,Low,53.7,13,21.1
10897,Africa,Science,Low,53.7,12,29.0
11491,East Asia,Mathematics,Low,53.7,21,15.9
12415,North America,Science,Low,53.7,10,7.0
12669,South America,Mathematics,Low,53.7,17,15.0
14287,South Asia,Economics,Low,53.7,3,18.1
14518,Africa,Computer Science,Low,53.7,4,20.5
15776,Europe,Mathematics,Low,53.7,6,0.0
16387,East Asia,Economics,Low,53.7,11,24.3
17467,Africa,Science,Low,53.7,16,9.3
18065,South Asia,Science,Low,53.7,18,21.0
19673,East Asia,History,Low,53.7,12,19.3
20181,East Asia,Mathematics,Low,53.7,19,20.8
20769,South Asia,Mathematics,Low,53.7,16,24.5
21474,South Asia,English,Low,53.7,5,24.0
22560,Europe,Mathematics,Low,53.7,20,18.0
22736,Africa,Mathematics,Low,53.7,5,35.9
23064,North America,Mathematics,Low,53.7,12,21.1
23868,East Asia,Computer Science,Low,53.7,7,24.2
24358,Europe,Science,Low,53.7,13,27.0
24783,South Asia,English,Low,53.7,14,21.6
26169,North America,Economics,Low,53.7,8,29.7
26903,East Asia,Mathematics,Low,53.7,7,15.5
28014,South America,Mathematics,Low,53.7,10,27.8
29143,East Asia,Economics,Low,53.7,12,21.5
29349,East Asia,Mathematics,Low,53.7,4,0.0
29623,South Asia,History,Low,53.7,8,19.2
31631,South Asia,Science,Low,53.7,12,28.7
32034,North America,Mathematics,Low,53.7,17,19.1
32208,South Asia,History,Low,53.7,16,22.2
36491,South America,English,Low,53.7,11,29.3
36789,Africa,Science,Low,53.7,12,25.9
37500,South Asia,Economics,Low,53.7,16,7.8
38027,South Asia,History,Low,53.7,19,13.0
94,South Asia,Economics,Low,53.8,14,18.2
2552,Europe,Economics,Low,53.8,22,10.6
2842,Africa,Economics,Low,53.8,9,15.7
5675,South Asia,English,Low,53.8,6,14.8
6042,South Asia,Computer Science,Low,53.8,14,4.4
7104,East Asia,Economics,Low,53.8,9,7.1
7341,South America,History,Low,53.8,4,6.8
7448,South Asia,History,Low,53.8,8,29.1
7768,South Asia,English,Low,53.8,28,0.5
9511,Europe,History,Low,53.8,8,19.9
10239,South Asia,Economics,Low,53.8,8,17.8
11095,Africa,Science,Low,53.8,16,16.3
11263,Africa,Computer Science,Low,53.8,18,3.8
12295,Africa,Computer Science,Low,53.8,11,26.0
12408,Europe,Mathematics,Low,53.8,7,25.0
13234,South Asia,History,Low,53.8,10,15.2
13839,Africa,English,Low,53.8,15,18.2
15328,South America,English,Low,53.8,8,28.9
16759,South Asia,Mathematics,Low,53.8,10,6.3
17572,Europe,Science,Low,53.8,13,0.0
18023,South America,English,Low,53.8,14,17.5
19938,Europe,Science,Low,53.8,13,17.6
22214,Africa,Computer Science,Low,53.8,20,2.1
24387,Africa,English,Low,53.8,7,10.3
24665,South Asia,Mathematics,Low,53.8,15,18.8
27826,South America,History,Low,53.8,18,10.4
27917,South Asia,Mathematics,Low,53.8,12,25.1
30431,South Asia,English,Low,53.8,17,21.6
32552,North America,Economics,Low,53.8,7,5.8
33855,Africa,English,Low,53.8,26,30.1
35826,Europe,Mathematics,Low,53.8,15,18.8
36065,South Asia,English,Low,53.8,17,23.8
37658,Africa,Economics,Low,53.8,14,26.7
38665,North America,Mathematics,Low,53.8,15,20.3
38680,Africa,Economics,Low,53.8,12,25.6
39638,Africa,Computer Science,Low,53.8,10,21.6
736,Africa,Mathematics,Low,53.9,8,0.0
1214,South America,English,Low,53.9,20,4.8
1430,Africa,Computer Science,Low,53.9,15,19.7
2871,Europe,Science,Low,53.9,15,29.9
4798,North America,History,Low,53.9,13,0.9
6920,Africa,Economics,Low,53.9,12,28.2
7409,East Asia,Mathematics,Low,53.9,20,19.1
7443,East Asia,Mathematics,Low,53.9,9,32.3
7952,Europe,Mathematics,Low,53.9,9,23.9
8322,East Asia,Science,Low,53.9,16,18.4
8818,South America,Economics,Low,53.9,15,25.2
8893,Africa,Science,Low,53.9,5,31.2
11882,Africa,History,Low,53.9,6,0.5
12219,South America,Mathematics,Low,53.9,18,17.5
13326,North America,Science,Low,53.9,25,8.4
15064,North America,Mathematics,Low,53.9,9,15.0
16086,South America,History,Low,53.9,8,29.9
17348,Europe,Economics,Low,53.9,9,27.3
17644,South Asia,English,Low,53.9,5,30.1
18194,South Asia,Mathematics,Low,53.9,20,13.0
18474,South Asia,Science,Low,53.9,12,15.6
18688,Europe,Science,Low,53.9,12,3.4
22186,Africa,Computer Science,Low,53.9,14,0.0
22834,Africa,Economics,Low,53.9,10,3.6
23138,South Asia,Mathematics,Low,53.9,9,26.0
25510,South America,Science,Low,53.9,17,10.1
26341,Africa,Science,Low,53.9,10,20.0
27946,North America,Mathematics,Low,53.9,17,15.8
28203,South Asia,Mathematics,Low,53.9,7,33.2
28910,Africa,Mathematics,Low,53.9,10,23.5
29000,South America,Mathematics,Low,53.9,7,26.3
29835,North America,Mathematics,Low,53.9,13,3.4
29951,South Asia,Mathematics,Low,53.9,18,6.2
32118,Africa,History,Low,53.9,15,15.5
33740,East Asia,Economics,Low,53.9,12,0.4
36622,Europe,Science,Low,53.9,12,13.4
37701,North America,English,Low,53.9,8,10.5
38192,South Asia,Science,Low,53.9,5,25.8
39056,Africa,Computer Science,Low,53.9,11,0.1
943,South America,Mathematics,Low,54.0,12,16.5
2275,Europe,Mathematics,Low,54.0,12,18.0
4193,Africa,History,Low,54.0,12,22.1
4901,South Asia,Economics,Low,54.0,18,0.7
5650,South America,English,Low,54.0,13,14.8
10445,South America,History,Low,54.0,11,17.3
11922,North America,Science,Low,54.0,18,16.9
14372,South Asia,Economics,Low,54.0,7,22.6
14612,South Asia,History,Low,54.0,16,13.4
15421,North America,Computer Science,Low,54.0,9,27.9
16172,Africa,History,Low,54.0,14,16.6
16242,South Asia,Computer Science,Low,54.0,15,13.8
16890,South America,Mathematics,Low,54.0,7,14.2
18230,South Asia,Economics,Low,54.0,7,16.4
18650,South Asia,Economics,Low,54.0,20,15.9
18869,South America,Mathematics,Low,54.0,9,29.0
18979,Africa,History,Low,54.0,18,0.0
19568,Europe,Mathematics,Low,54.0,16,23.6
19614,Africa,Science,Low,54.0,7,23.9
19650,South Asia,History,Low,54.0,14,25.8
21832,South America,Economics,Low,54.0,14,5.8
22260,Africa,History,Low,54.0,9,17.3
22695,North America,Mathematics,Low,54.0,13,22.2
26781,Africa,Mathematics,Low,54.0,23,7.0
28126,Africa,Economics,Low,54.0,14,24.7
28418,North America,English,Low,54.0,7,19.3
28667,East Asia,Computer Science,Low,54.0,12,13.1
29277,North America,English,Low,54.0,6,5.6
29469,North America,History,Low,54.0,4,0.0
29959,South Asia,Computer Science,Low,54.0,21,13.8
34544,South Asia,History,Low,54.0,10,16.9
34795,South Asia,English,Low,54.0,13,27.4
36993,North America,Science,Low,54.0,20,13.1
38224,South Asia,Economics,Low,54.0,10,19.6
38291,South Asia,Computer Science,Low,54.0,11,25.2
38608,South America,Science,Low,54.0,15,18.2
237,East Asia,Economics,Low,54.1,20,20.1
626,Europe,English,Low,54.1,5,20.4
1878,South America,History,Low,54.1,10,26.4
2330,North America,Mathematics,Low,54.1,17,19.5
3366,Africa,English,Low,54.1,4,18.1
4473,South Asia,Mathematics,Low,54.1,19,13.8
5044,East Asia,Economics,Low,54.1,15,9.8
5162,North America,Mathematics,Low,54.1,12,23.9
5474,Europe,Science,Low,54.1,18,16.9
5686,South Asia,Computer Science,Low,54.1,18,16.3
11471,South Asia,Mathematics,Low,54.1,20,16.8
11606,Africa,Economics,Low,54.1,9,25.2
11700,Africa,Economics,Low,54.1,22,5.7
11785,Europe,Mathematics,Low,54.1,8,11.7
12569,South America,Economics,Low,54.1,15,25.7
13100,Europe,Computer Science,Low,54.1,21,11.3
13829,North America,History,Low,54.1,14,19.4
16723,Africa,History,Low,54.1,18,21.2
18362,South Asia,Mathematics,Low,54.1,10,24.3
18434,South America,Economics,Low,54.1,24,8.3
19556,East Asia,Science,Low,54.1,6,10.8
21265,Africa,Computer Science,Low,54.1,7,25.8
21400,South America,History,Low,54.1,18,7.0
22906,South Asia,History,Low,54.1,11,8.4
23775,Africa,Science,Low,54.1,11,8.8
24067,North America,Economics,Low,54.1,22,1.6
24162,South America,English,Low,54.1,14,0.0
25254,East Asia,Economics,Low,54.1,12,20.1
25635,Africa,Economics,Low,54.1,16,14.9
26034,Africa,Economics,Low,54.1,22,4.5
26126,East Asia,Science,Low,54.1,7,31.1
27640,Africa,Computer Science,Low,54.1,13,15.3
27820,South Asia,History,Low,54.1,19,19.4
28442,South Asia,Economics,Low,54.1,12,15.2
29567,Africa,Mathematics,Low,54.1,15,17.3
30251,East Asia,Mathematics,Low,54.1,7,18.2
30393,South America,Science,Low,54.1,7,22.7
