Student_ID,Region,Subject,Gender,Grade_Level,Age,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Assignment_Submission_Rate,Percentage,Engagement_Level
5026,North America,English,Female,12,18,3,38.1,11.1,53.7,75.7,Low
5027,Europe,Computer Science,Female,11,17,10,16.7,5.9,18.7,79.9,Low
5028,North America,Computer Science,Male,10,16,24,34.8,5.3,56.4,85.9,High
5029,Africa,Computer Science,Male,11,16,7,9.0,10.6,24.9,60.0,Low
5030,Europe,English,Female,10,16,6,15.0,9.0,34.3,66.8,Low
5031,Europe,Economics,Female,9,14,6,27.7,6.4,47.6,68.3,Low
5032,South America,Science,Male,10,15,21,25.7,6.9,44.1,64.5,Medium
5033,South Asia,Mathematics,Female,10,15,12,9.0,9.8,28.9,47.6,Low
5034,North America,History,Male,11,17,18,16.7,2.5,13.6,64.4,Low
5035,North America,Science,Female,12,18,21,54.9,14.7,54.7,93.8,High
5036,Europe,English,Male,12,18,28,19.8,10.6,19.3,66.5,Medium
5037,South America,English,Female,12,17,15,25.1,10.4,34.7,69.9,Low
5038,East Asia,Science,Female,12,18,20,36.9,13.9,63.2,80.7,Medium
5039,South America,Economics,Female,9,15,55,48.7,20.2,47.6,65.1,High
5040,Europe,English,Male,10,15,9,24.7,11.5,34.4,71.0,Low
5041,South Asia,Computer Science,Female,9,15,59,59.2,6.5,48.0,79.0,High
5042,North America,Mathematics,Male,10,16,36,54.1,7.1,68.0,95.5,High
5043,South Asia,Economics,Male,12,18,21,33.6,1.3,47.2,59.9,Medium
5044,East Asia,Economics,Female,11,17,15,9.8,4.4,36.5,54.1,Low
5045,Africa,Mathematics,Male,11,16,30,36.1,11.2,58.2,75.4,High
5046,South Asia,History,Male,12,17,16,38.6,9.2,65.7,75.4,Medium
5047,Africa,History,Female,12,17,15,28.9,10.6,45.7,48.2,Medium
5048,East Asia,Science,Male,9,15,44,40.9,10.9,39.5,79.9,High
5049,Europe,Computer Science,Female,10,16,21,45.4,8.0,40.6,75.3,High
5050,South America,Computer Science,Female,12,18,24,49.3,12.1,62.9,97.1,High
5051,South Asia,Economics,Male,10,16,15,56.0,4.2,58.1,62.9,High
5052,North America,History,Male,12,17,24,30.7,13.4,41.7,69.8,Medium
5053,South America,Computer Science,Male,10,15,11,32.8,11.9,36.7,68.6,Medium
5054,South America,Computer Science,Female,10,16,24,49.0,8.7,52.9,83.0,High
5055,North America,Computer Science,Female,10,15,19,30.7,7.9,30.5,63.7,Medium
5056,South America,History,Male,11,17,14,40.8,11.5,55.4,73.6,Medium
5057,South America,Computer Science,Female,9,14,19,24.2,9.3,31.1,66.0,Medium
5058,Africa,Mathematics,Female,12,18,27,33.7,8.1,62.9,57.3,High
5059,Europe,History,Female,12,17,15,19.9,10.0,39.6,64.6,Low
5060,East Asia,Science,Male,9,15,13,16.8,11.9,26.7,79.5,Low
5061,East Asia,English,Male,11,16,14,22.2,5.4,20.1,62.3,Low
5062,East Asia,Computer Science,Male,12,18,22,28.7,10.6,49.7,77.8,Medium
5063,East Asia,Mathematics,Female,9,14,19,46.1,6.8,47.2,71.6,High
5064,East Asia,Computer Science,Male,9,15,19,25.9,8.9,61.0,70.5,Medium
5065,East Asia,Science,Female,11,17,27,39.4,5.6,51.6,79.1,High
5066,Africa,Computer Science,Other,12,17,4,8.0,7.0,37.5,62.2,Low
5067,East Asia,Computer Science,Male,9,14,22,32.5,10.5,27.5,77.4,Medium
5068,North America,Mathematics,Female,9,15,32,17.1,13.7,58.4,67.8,Medium
5069,North America,Science,Male,10,15,19,16.5,8.6,47.9,77.5,Low
5070,South America,Computer Science,Female,11,16,33,39.0,13.7,54.6,68.3,High
5071,South America,English,Male,11,17,8,31.6,7.6,41.6,66.6,Low
5072,East Asia,English,Female,9,14,18,38.5,9.5,51.9,69.0,Medium
5073,Europe,Mathematics,Male,10,15,30,28.6,10.1,47.9,65.7,High
5074,Africa,Computer Science,Female,10,16,21,34.6,8.1,65.8,63.8,Medium
5075,North America,Mathematics,Male,10,15,19,33.1,8.2,47.3,72.5,Medium
5076,South Asia,Science,Female,9,15,15,31.3,11.7,59.3,61.3,Medium
5077,Europe,English,Male,10,16,42,62.2,6.1,42.3,83.7,High
5078,North America,Computer Science,Male,9,14,16,22.7,12.0,44.5,68.6,Low
5079,Africa,English,Female,10,16,18,34.2,5.8,45.5,59.8,Medium
5080,East Asia,Economics,Male,12,17,24,35.5,9.6,46.4,80.2,High
5081,Europe,History,Female,9,15,15,39.9,12.6,35.3,68.5,Medium
5082,East Asia,Science,Female,12,17,56,42.6,7.9,79.1,93.4,High
5083,North America,Science,Male,11,17,9,30.4,8.8,48.7,68.7,Low
5084,South Asia,Computer Science,Male,11,16,11,35.1,10.0,32.4,69.1,Medium
5085,East Asia,English,Female,10,16,9,39.2,9.8,56.6,73.3,Medium
5086,South Asia,History,Female,12,17,18,32.8,11.8,36.3,53.6,Medium
5087,Africa,English,Female,10,16,16,25.5,4.6,37.2,44.3,Medium
5088,Europe,Science,Female,9,14,10,27.1,10.9,42.0,60.3,Low
5089,North America,History,Female,10,15,6,17.1,11.4,37.6,54.4,Low
5090,East Asia,Science,Female,11,16,8,38.8,12.8,60.3,77.8,Medium
5091,South America,Economics,Male,12,17,36,54.5,2.2,61.5,67.3,High
5092,South Asia,Computer Science,Female,10,15,11,0.0,12.3,27.1,58.3,Low
5093,North America,Computer Science,Female,9,15,7,23.9,4.9,28.4,70.1,Low
5094,South America,Science,Female,12,18,23,31.3,13.5,45.5,72.2,Medium
5095,South Asia,Mathematics,Female,12,18,18,27.9,5.5,57.3,63.6,Medium
5096,Europe,Mathematics,Male,11,17,13,50.7,18.8,66.2,72.0,High
5097,East Asia,Economics,Male,9,14,41,56.2,8.8,63.7,79.0,High
5098,Europe,Economics,Male,12,17,14,14.3,7.8,31.4,66.3,Low
5099,South America,Computer Science,Female,11,16,14,18.0,7.1,26.6,52.0,Low
5100,Europe,History,Male,12,18,22,42.9,8.1,25.4,58.4,High
5101,East Asia,Science,Male,9,15,17,36.9,5.0,56.2,73.4,Medium
5102,East Asia,Computer Science,Female,10,15,12,36.5,11.3,59.4,96.6,Medium
5103,Europe,History,Male,9,15,21,34.3,9.0,38.0,68.6,Medium
5104,South Asia,History,Female,11,16,6,32.0,7.1,48.2,55.2,Low
5105,North America,Mathematics,Male,10,15,33,28.3,11.3,31.2,68.8,High
5106,East Asia,History,Male,12,18,20,34.8,6.9,63.2,77.8,Medium
5107,Africa,Computer Science,Male,10,15,43,43.2,8.9,42.5,72.1,High
5108,South America,Computer Science,Male,10,16,17,50.2,4.2,56.0,72.8,High
5109,Europe,Mathematics,Male,11,16,18,23.6,7.6,25.9,61.1,Medium
5110,Europe,Mathematics,Male,12,18,17,42.4,15.1,42.2,67.4,High
5111,East Asia,Economics,Female,10,15,31,19.4,12.3,41.0,69.0,Medium
5112,Africa,Science,Male,9,15,23,46.6,10.5,40.5,60.1,High
5113,South America,English,Male,12,17,1,4.4,9.9,30.5,54.8,Low
5114,North America,History,Female,10,15,19,18.9,10.3,34.2,56.0,Low
5115,Europe,English,Male,9,14,8,24.3,6.8,53.4,80.3,Low
5116,Europe,Economics,Female,11,17,14,21.8,13.1,49.4,63.5,Low
5117,Europe,Economics,Female,11,16,37,31.1,5.2,64.2,84.1,High
5118,South Asia,English,Male,10,15,11,11.4,9.7,43.5,63.5,Low
5119,South America,Science,Female,9,15,30,12.1,16.4,39.1,83.6,Medium
5120,North America,Economics,Male,12,17,30,39.9,7.9,65.7,80.6,High
5121,Africa,Computer Science,Female,12,18,25,40.5,10.3,43.0,76.0,High
5122,East Asia,Computer Science,Female,11,17,10,42.5,7.1,50.0,69.2,Medium
5123,East Asia,English,Female,10,16,13,22.9,11.8,38.4,56.7,Low
5124,Africa,English,Male,11,16,31,38.6,7.7,34.3,52.6,High
5125,North America,Science,Female,11,17,17,43.0,6.2,58.7,92.5,High
5126,Africa,English,Male,12,18,14,29.4,7.4,43.7,58.0,Medium
5127,Europe,History,Female,12,17,22,60.3,5.0,70.3,82.8,High
5128,East Asia,Mathematics,Female,11,17,23,38.2,6.8,52.5,67.3,High
5129,Africa,History,Male,11,16,18,24.1,5.0,33.8,67.1,Medium
5130,East Asia,History,Male,9,14,41,42.0,11.2,58.8,86.5,High
5131,Europe,Economics,Female,9,14,19,20.1,7.4,40.4,64.4,Low
5132,South Asia,Mathematics,Male,12,18,12,0.0,6.6,26.6,50.3,Low
5133,South Asia,Science,Female,9,15,14,13.6,10.7,38.0,59.3,Low
5134,North America,English,Male,11,16,25,0.0,4.9,25.7,66.9,Low
5135,Africa,Economics,Female,11,16,11,20.9,10.2,32.5,58.2,Low
5136,North America,Science,Male,9,14,23,26.5,12.1,52.9,88.8,Medium
5137,South Asia,Economics,Female,10,15,4,17.2,5.1,45.9,50.2,Low
5138,East Asia,Economics,Male,12,17,20,19.1,11.1,38.2,68.1,Low
5139,North America,Mathematics,Female,11,17,7,14.0,11.3,44.0,53.5,Low
5140,South America,English,Female,10,16,28,27.4,11.2,27.0,80.3,Medium
5141,South Asia,Science,Male,11,17,27,28.0,7.2,45.8,64.3,Medium
5142,North America,English,Female,9,15,15,21.8,1.9,35.7,66.0,Low
5143,East Asia,Economics,Female,9,15,23,34.8,6.9,43.0,67.4,High
5144,East Asia,English,Male,12,18,27,28.3,15.6,39.9,83.2,Medium
5145,East Asia,History,Female,12,17,12,46.7,6.9,43.3,62.9,High
5146,Africa,Mathematics,Male,9,14,14,31.7,10.6,47.7,58.3,Medium
5147,South Asia,History,Female,9,14,19,44.8,7.8,43.1,52.0,High
5148,Africa,English,Female,10,16,22,33.8,5.8,49.5,58.6,Medium
5149,South Asia,Economics,Female,10,16,7,16.2,6.8,50.7,38.3,Low
5150,East Asia,Computer Science,Male,11,17,15,32.6,10.8,41.5,64.8,Medium
5151,North America,Science,Male,12,17,41,41.3,7.1,52.5,74.9,High
5152,East Asia,History,Female,12,18,10,16.9,8.7,37.0,51.2,Low
5153,Europe,English,Male,11,17,36,24.7,9.9,50.6,75.8,High
5154,Africa,English,Female,9,15,73,67.2,13.5,62.4,91.4,High
5155,Africa,English,Female,10,15,15,40.5,6.7,57.8,75.4,Medium
5156,South America,Computer Science,Female,11,16,26,27.8,6.9,52.4,61.2,Medium
5157,South America,Science,Male,11,17,12,17.7,9.9,32.9,63.8,Low
5158,North America,Mathematics,Female,11,16,20,42.8,8.5,34.4,66.8,High
5159,North America,Science,Male,12,17,29,29.9,12.9,39.6,61.2,High
5160,South America,Computer Science,Male,10,15,22,31.4,12.1,42.3,59.2,Medium
5161,South Asia,Science,Female,12,18,5,3.1,8.0,35.4,56.9,Low
5162,North America,Mathematics,Female,12,17,12,23.9,15.0,34.0,54.1,Low
5163,Europe,English,Male,9,14,11,28.6,2.7,56.4,59.3,Low
5164,South America,Economics,Female,9,14,39,31.2,8.1,26.5,62.6,High
5165,South Asia,Economics,Male,10,15,21,25.8,12.1,44.7,72.8,Medium
5166,North America,Economics,Male,12,18,8,21.9,0.0,40.8,73.1,Low
5167,Africa,Computer Science,Male,11,17,19,19.7,9.6,39.4,58.8,Low
5168,Europe,Computer Science,Male,12,17,17,37.1,5.9,53.3,78.6,Medium
5169,South Asia,Computer Science,Male,10,16,12,40.4,16.2,54.9,63.0,Medium
5170,North America,Mathematics,Female,11,16,20,24.3,7.0,47.0,60.5,Medium
5171,East Asia,English,Female,12,17,8,0.0,8.7,33.3,56.8,Low
5172,South Asia,History,Male,10,15,26,29.9,8.2,60.3,67.1,Medium
5173,South America,English,Male,11,17,8,25.7,7.3,44.2,67.1,Low
5174,South Asia,Computer Science,Male,10,16,22,26.4,13.3,26.4,77.7,Medium
5175,Europe,Economics,Male,12,18,13,47.7,9.7,35.7,74.5,High
5176,North America,History,Female,12,17,16,28.8,6.1,45.9,63.0,Medium
5177,Europe,Mathematics,Female,11,17,21,17.6,10.6,31.5,64.2,Low
5178,South Asia,English,Female,9,15,38,41.6,11.4,52.2,74.2,High
5179,North America,Science,Male,12,17,47,64.3,11.2,61.2,74.9,High
5180,South Asia,English,Male,10,16,39,28.3,11.8,43.6,80.7,High
5181,South America,Science,Female,10,15,26,34.5,13.5,66.5,85.7,High
5182,Africa,Mathematics,Female,10,15,21,46.1,3.7,50.4,55.5,High
5183,East Asia,Science,Male,11,17,25,32.2,6.5,38.1,68.2,High
5184,South America,English,Male,12,18,24,31.2,4.8,53.3,62.7,Medium
5185,Africa,Mathematics,Female,12,18,24,31.4,9.1,42.5,56.4,Medium
5186,East Asia,Mathematics,Male,9,15,44,53.2,10.3,44.8,71.0,High
5187,South America,Science,Other,12,17,27,48.2,10.1,56.4,83.2,High
5188,North America,History,Female,9,15,25,58.3,14.7,58.5,80.5,High
5189,Africa,History,Female,11,17,12,41.9,12.0,37.0,77.1,Medium
5190,Europe,English,Male,12,18,23,33.5,11.9,50.2,85.1,Medium
5191,Africa,History,Female,12,17,12,16.3,12.2,55.8,57.2,Low
5192,South America,Science,Male,12,17,20,32.5,10.0,60.0,66.4,Medium
5193,South Asia,Computer Science,Male,9,15,9,36.4,13.1,34.1,70.8,Medium
5194,North America,Mathematics,Male,11,16,19,39.1,8.2,54.9,67.9,High
5195,South Asia,Mathematics,Male,9,14,15,24.2,9.1,29.4,50.8,Low
5196,South Asia,Economics,Female,11,16,34,13.4,9.5,22.5,54.6,Medium
5197,South America,English,Male,9,14,23,41.6,5.3,50.6,70.9,High
5198,South America,History,Female,9,14,16,37.9,6.7,54.1,77.7,Medium
5199,East Asia,English,Female,10,16,17,31.7,3.4,54.7,68.9,Medium
5200,South America,History,Female,12,18,20,29.9,12.4,55.3,64.2,High
5201,South Asia,Computer Science,Female,10,16,18,22.4,9.4,57.6,62.2,Low
5202,South Asia,Computer Science,Male,12,18,14,24.4,8.6,51.2,70.5,Low
5203,South America,Science,Female,11,17,22,22.9,7.3,39.6,77.9,Medium
5204,Africa,History,Male,9,15,7,12.4,7.0,39.1,49.2,Low
5205,East Asia,Computer Science,Female,9,15,8,20.4,9.6,24.5,73.7,Low
5206,South Asia,English,Female,11,16,9,33.0,11.7,48.1,64.5,Medium
5207,Africa,English,Female,12,17,18,28.8,12.2,32.9,66.9,Medium
5208,Africa,History,Male,9,14,14,5.1,4.2,39.7,54.7,Low
5209,South Asia,History,Male,10,15,19,16.3,11.1,37.4,59.2,Low
5210,North America,Science,Female,10,16,14,11.4,3.4,48.2,57.6,Low
5211,North America,Economics,Female,10,15,14,43.5,1.7,45.8,73.3,Medium
5212,North America,History,Female,10,16,27,26.2,13.2,49.2,79.5,Medium
5213,South Asia,History,Male,12,18,24,36.3,9.7,42.6,70.5,High
5214,East Asia,Science,Male,12,18,21,24.8,7.0,32.1,75.6,Medium
5215,Africa,Computer Science,Other,10,16,35,22.4,9.6,51.9,67.1,High
5216,Europe,Economics,Male,10,15,18,4.9,14.1,44.5,63.1,Low
5217,Africa,Computer Science,Female,12,18,29,45.1,15.1,56.2,74.7,High
5218,East Asia,History,Male,12,17,10,32.3,7.3,36.7,86.5,Medium
5219,North America,History,Female,11,16,41,60.6,14.1,73.3,91.2,High
5220,South Asia,Science,Male,11,17,16,25.6,11.5,36.0,60.8,Medium
5221,Europe,Mathematics,Male,12,17,9,38.4,9.0,68.1,75.9,Medium
5222,South America,History,Male,10,16,52,34.1,12.7,37.6,70.1,High
5223,South America,Science,Female,12,18,16,8.8,12.2,34.0,63.6,Low
5224,Africa,Mathematics,Female,11,17,22,15.1,6.6,31.2,50.5,Low
5225,East Asia,Computer Science,Female,10,15,19,53.4,12.5,40.2,93.2,High
5226,South Asia,English,Other,9,15,13,23.4,10.4,46.6,52.3,Low
5227,Europe,Economics,Male,12,17,24,11.3,9.9,31.5,52.1,Low
5228,Africa,Economics,Female,11,17,15,35.4,4.9,59.0,54.9,Medium
5229,North America,Mathematics,Male,11,17,11,23.1,8.9,33.7,55.3,Low
5230,Europe,Computer Science,Male,9,15,13,21.5,11.6,36.9,69.0,Low
5231,North America,English,Male,12,18,6,31.7,5.3,59.0,70.7,Low
5232,South Asia,Computer Science,Female,12,18,10,5.8,14.7,41.7,68.4,Low
5233,Europe,Mathematics,Female,9,15,12,40.8,10.3,59.0,83.8,Medium
5234,Europe,English,Male,12,17,8,31.1,9.5,57.9,73.4,Low
5235,South Asia,History,Female,10,16,13,39.9,2.0,52.3,69.4,Medium
5236,South America,English,Female,11,17,20,48.1,10.8,46.3,61.1,High
5237,East Asia,History,Female,12,18,32,21.3,7.1,49.6,85.5,Medium
5238,Africa,Mathematics,Female,12,18,17,32.5,13.5,37.3,60.7,Medium
5239,South America,Mathematics,Male,12,18,25,44.6,9.1,33.3,71.7,High
5240,South America,History,Male,9,15,12,16.3,8.3,26.3,56.2,Low
5241,South Asia,English,Female,11,17,9,33.5,16.1,70.1,68.6,Medium
5242,South America,History,Male,9,14,17,28.6,8.8,58.7,65.7,Medium
5243,South America,English,Female,12,17,19,9.4,10.2,31.0,48.8,Low
5244,South America,Mathematics,Female,11,17,12,57.6,8.1,52.1,68.7,High
5245,South Asia,Computer Science,Female,10,15,19,40.5,9.5,41.7,67.5,High
5246,Europe,Mathematics,Female,9,15,8,29.7,6.7,54.6,77.8,Low
5247,East Asia,Computer Science,Male,12,17,22,29.9,9.1,44.0,69.8,Medium
5248,South America,Mathematics,Male,11,17,7,26.0,6.1,26.8,54.9,Low
5249,South America,Economics,Male,11,16,11,17.2,9.1,54.4,53.0,Low
5250,East Asia,Science,Male,11,17,11,20.0,6.5,33.5,71.1,Low
5251,North America,Economics,Male,11,17,19,28.5,18.6,50.0,79.4,Medium
5252,South Asia,Mathematics,Male,9,14,27,27.7,9.4,50.3,66.3,Medium
5253,Africa,English,Male,9,14,34,38.0,2.8,50.8,52.8,High
5254,East Asia,English,Male,10,16,10,30.1,2.5,33.0,58.3,Low
5255,South Asia,Mathematics,Female,12,18,23,27.8,6.8,62.9,60.6,Medium
5256,South Asia,English,Male,12,17,35,32.4,2.4,51.8,65.3,High
5257,North America,Science,Male,12,17,25,28.6,11.9,52.8,58.1,Medium
5258,Europe,English,Female,10,15,29,36.6,5.0,32.4,75.0,High
5259,Africa,English,Male,10,16,19,38.8,16.1,33.2,73.3,High
5260,Europe,Science,Female,11,16,10,33.3,10.7,36.5,43.8,Medium
5261,South America,Computer Science,Female,9,15,9,0.6,6.7,21.6,61.4,Low
5262,North America,History,Female,12,18,21,35.1,3.1,64.3,65.5,Medium
5263,East Asia,Economics,Male,12,18,23,47.4,10.6,42.2,69.5,High
5264,South Asia,Computer Science,Male,12,18,45,59.9,10.0,58.2,78.0,High
5265,Africa,Science,Other,12,18,38,40.7,10.3,38.3,47.7,High
5266,South America,Science,Female,12,18,18,26.4,12.7,62.6,57.1,Medium
5267,East Asia,Economics,Female,11,17,24,40.9,5.7,43.8,66.5,High
5268,East Asia,Science,Male,10,16,29,14.7,4.3,35.3,80.6,Medium
5269,Africa,Mathematics,Male,12,17,26,23.5,9.7,49.1,57.8,Medium
5270,East Asia,History,Female,9,14,25,39.1,6.3,55.5,55.0,High
5271,Europe,Economics,Male,12,17,24,26.4,5.6,33.0,64.3,Medium
5272,South Asia,Science,Female,11,16,5,30.3,3.8,41.6,76.7,Low
5273,Europe,History,Female,12,18,12,22.9,0.9,34.9,60.8,Low
5274,South Asia,English,Male,10,16,8,17.3,9.5,45.6,65.1,Low
5275,East Asia,English,Male,11,17,15,43.1,9.5,48.0,57.5,High
5276,Europe,English,Male,11,16,13,20.9,8.5,43.6,68.3,Low
5277,Europe,Mathematics,Male,12,17,14,27.8,4.0,62.4,85.3,Medium
5278,Africa,English,Male,10,16,17,23.1,9.3,52.8,56.8,Low
5279,South Asia,Science,Female,11,17,10,39.3,2.6,45.9,76.0,Medium
5280,Europe,Computer Science,Male,9,14,24,25.3,7.8,44.9,63.1,Medium
5281,Africa,Science,Male,12,17,5,11.3,6.5,39.5,51.6,Low
5282,Africa,Economics,Male,11,17,16,28.5,8.1,43.3,47.3,Medium
5283,Africa,Mathematics,Male,12,18,40,22.8,7.3,29.0,41.1,High
5284,Africa,English,Female,9,15,28,31.5,9.2,60.8,75.9,High
5285,South America,Science,Female,10,15,9,23.8,7.7,24.4,50.3,Low
5286,East Asia,English,Male,11,17,10,27.3,7.7,36.7,62.4,Low
5287,Europe,Computer Science,Female,12,17,31,19.7,8.9,29.3,85.5,Medium
5288,South America,Economics,Male,9,15,20,26.6,10.7,55.0,72.4,Medium
5289,Europe,Computer Science,Female,10,16,9,12.7,3.7,28.1,45.6,Low
5290,Europe,History,Male,9,15,12,14.5,12.4,25.4,63.2,Low
5291,Africa,History,Male,12,17,16,21.0,1.7,33.2,57.3,Low
5292,South America,Economics,Male,10,16,13,9.6,18.2,21.2,58.0,Low
5293,South Asia,Economics,Female,9,15,23,28.6,3.1,40.9,77.6,Medium
5294,Africa,Computer Science,Male,11,17,17,5.6,6.1,44.8,49.1,Low
5295,South America,Mathematics,Male,11,16,10,14.5,10.1,35.3,72.2,Low
5296,Africa,Science,Female,12,18,16,37.5,4.5,49.4,56.3,Medium
5297,North America,Science,Female,10,16,22,33.6,5.2,55.7,78.2,Medium
5298,East Asia,Science,Male,10,16,19,39.1,6.1,52.1,67.5,High
5299,Europe,Economics,Male,11,16,18,17.9,8.3,32.6,67.1,Low
5300,South America,Mathematics,Female,11,16,27,37.8,8.2,47.4,57.4,High
5301,North America,Economics,Male,9,14,15,43.8,5.0,41.6,62.3,High
5302,South America,Computer Science,Male,11,17,18,39.8,9.3,30.3,79.3,High
5303,Europe,History,Male,11,17,15,17.3,8.5,32.5,70.5,Low
5304,South Asia,Science,Female,9,14,44,41.2,11.8,40.8,86.4,High
5305,Europe,Science,Female,12,17,6,27.1,7.8,47.0,68.1,Low
5306,Africa,Computer Science,Female,9,14,16,31.1,5.0,33.5,61.9,Medium
5307,South Asia,Computer Science,Female,11,16,54,68.9,18.9,62.3,97.4,High
5308,Africa,History,Female,11,16,27,40.0,15.3,49.7,76.4,High
5309,North America,History,Male,10,16,13,10.8,0.0,43.4,53.6,Low
5310,South Asia,Computer Science,Other,11,17,16,32.1,3.7,38.9,56.7,Medium
5311,South America,Computer Science,Male,10,16,20,38.5,8.8,47.2,89.7,High
5312,South America,Computer Science,Female,12,18,26,41.5,12.1,40.4,71.2,High
5313,Europe,Science,Male,10,16,6,26.7,4.5,28.9,58.6,Low
5314,South Asia,Mathematics,Female,11,16,35,41.9,2.1,36.7,73.7,High
5315,South Asia,English,Other,10,15,10,30.1,6.6,21.7,65.7,Low
5316,East Asia,English,Female,9,14,32,32.4,8.4,43.2,80.2,High
5317,East Asia,English,Female,9,14,9,24.7,12.6,48.6,57.2,Low
5318,North America,History,Female,11,17,11,14.6,8.6,35.9,53.3,Low
5319,Africa,Economics,Male,12,18,25,30.4,9.5,35.1,69.0,Medium
5320,Europe,Computer Science,Male,9,14,23,42.0,5.2,53.8,73.5,High
5321,Europe,Computer Science,Female,9,14,49,42.2,0.4,69.0,73.5,High
5322,South America,Computer Science,Male,11,16,15,22.9,12.1,38.9,63.4,Low
5323,Africa,English,Male,9,14,13,23.8,8.6,54.5,55.2,Low
5324,South Asia,History,Male,12,17,10,38.2,3.8,49.8,68.5,Medium
5325,South America,English,Female,12,18,18,32.3,10.3,34.1,72.3,Medium
5326,South Asia,Computer Science,Female,9,14,21,22.5,7.5,43.0,69.9,Medium
5327,East Asia,Economics,Male,9,14,6,12.3,6.4,40.0,64.4,Low
5328,Europe,English,Female,10,15,15,21.3,10.6,28.4,65.8,Low
5329,Europe,Computer Science,Female,9,14,39,49.7,4.5,88.0,93.0,High
5330,South Asia,Mathematics,Female,9,14,22,26.4,10.7,50.5,76.0,Medium
5331,East Asia,English,Male,12,18,49,65.1,2.4,64.3,93.0,High
5332,Africa,Economics,Female,9,14,10,31.4,10.1,60.7,52.5,Low
5333,South Asia,Computer Science,Male,11,16,25,56.2,6.1,62.3,76.4,High
5334,South America,History,Female,10,15,16,30.2,0.4,36.8,59.5,Medium
5335,East Asia,Science,Female,9,14,15,29.0,6.0,45.4,89.3,Medium
5336,North America,Computer Science,Male,10,15,12,29.7,3.6,30.0,66.4,Medium
5337,Africa,Economics,Male,9,15,5,9.0,3.3,20.7,46.2,Low
5338,East Asia,English,Male,10,15,18,22.6,7.4,44.6,72.5,Low
5339,South Asia,Computer Science,Male,11,16,23,29.6,6.3,52.0,48.2,Medium
5340,South Asia,History,Male,12,17,12,15.5,7.1,40.2,55.5,Low
5341,Europe,English,Female,11,16,24,20.2,11.9,40.6,74.1,Medium
5342,East Asia,Science,Male,9,15,24,42.8,17.0,52.7,79.7,High
5343,East Asia,History,Female,9,14,26,37.5,13.6,42.8,79.5,High
5344,South Asia,English,Female,10,16,14,35.7,8.4,55.9,60.2,Medium
5345,Europe,History,Female,11,16,12,32.6,3.7,47.6,65.6,Medium
5346,South Asia,Mathematics,Male,9,15,14,4.9,12.1,35.7,55.2,Low
5347,South Asia,English,Female,11,17,21,16.2,0.0,56.1,69.5,Low
5348,South Asia,Computer Science,Female,12,18,10,14.9,8.8,34.0,62.8,Low
5349,Europe,Economics,Male,9,15,12,7.0,11.4,39.6,71.2,Low
5350,East Asia,Science,Male,12,18,8,37.6,7.5,62.5,72.1,Medium
5351,Europe,History,Female,11,16,18,28.6,13.3,43.9,62.1,Medium
5352,East Asia,Science,Male,10,15,13,27.8,12.6,50.7,60.3,Low
5353,North America,Computer Science,Male,9,14,5,34.6,8.8,36.9,72.1,Low
5354,South Asia,English,Male,12,17,7,26.2,11.4,45.6,59.2,Low
5355,Africa,Computer Science,Female,10,16,14,23.0,6.8,41.8,77.2,Low
5356,Africa,English,Female,12,17,11,19.5,8.9,40.6,67.0,Low
5357,Africa,Science,Female,12,17,21,44.9,7.3,43.9,62.3,High
5358,Africa,History,Male,10,15,21,26.3,12.7,39.6,58.5,Medium
5359,North America,History,Female,9,15,7,44.4,5.6,64.1,80.7,Medium
5360,South Asia,Computer Science,Male,9,14,9,2.8,7.3,20.9,62.2,Low
5361,East Asia,Computer Science,Other,11,16,13,26.2,10.1,29.2,62.2,Low
5362,Africa,Computer Science,Female,12,17,9,19.7,11.5,34.5,54.3,Low
5363,East Asia,Economics,Female,12,18,6,9.2,8.6,35.1,60.2,Low
5364,South America,English,Female,12,18,17,18.4,3.8,40.1,51.3,Low
5365,Europe,History,Female,12,17,32,24.1,5.8,37.3,78.0,High
5366,North America,English,Male,11,17,12,29.5,13.3,28.2,93.8,Medium
5367,North America,History,Male,9,15,18,18.7,8.5,42.6,75.8,Low
5368,East Asia,Mathematics,Female,10,16,12,18.1,9.1,31.8,68.9,Low
5369,East Asia,Economics,Male,10,15,18,30.1,11.4,43.6,55.0,Medium
5370,Europe,History,Male,9,14,25,41.0,12.4,58.2,73.4,High
5371,Africa,History,Male,11,17,37,22.1,3.7,56.0,54.7,High
5372,Africa,Economics,Female,10,15,35,14.2,10.2,34.9,60.1,Medium
5373,South Asia,English,Female,12,18,27,26.5,5.1,36.3,66.6,Medium
5374,Europe,English,Male,10,15,12,30.7,10.9,48.9,69.6,Medium
5375,Africa,History,Female,11,17,60,47.7,18.7,40.5,72.7,High
5376,Africa,Economics,Male,11,16,34,25.5,12.6,46.5,58.4,High
5377,Europe,Science,Other,9,15,13,30.9,9.5,52.8,67.5,Medium
5378,Europe,Mathematics,Male,9,15,16,19.3,7.6,54.6,72.4,Low
5379,South Asia,Mathematics,Female,10,16,20,36.8,6.8,38.8,54.0,Medium
5380,East Asia,Computer Science,Other,11,17,15,23.1,7.4,49.9,68.0,Low
5381,North America,Mathematics,Female,11,16,11,14.1,4.3,24.9,55.1,Low
5382,South America,Computer Science,Female,11,16,22,49.7,9.2,64.2,76.5,High
